Iteration, FED
0, 0.010690185429039116
1, 0.021880883302504903
2, 0.00848293584295506
3, -0.005372995136146009
4, -0.0161550451799788
5, -0.02428474230095396
6, -0.030593869865189117
7, -0.03570670403034254
8, -0.040022272185975066
9, -0.043784746595221566
10, -0.047143068801961965
11, -0.05018970108209597
12, -0.052983925203959836
13, -0.055565474825395506
14, -0.0579624428812355
15, -0.060195862277460745
16, -0.06228236438166099
17, -0.06423572761516462
18, -0.06606778484833263
19, -0.06778896037847583
20, -0.06940859320442809
21, -0.07093513735709357
22, -0.07237629177218587
23, -0.0737390899263742
24, -0.07502996649943496
25, -0.0762548108000101
26, -0.07741901234844208
27, -0.07852750152862223
28, -0.07958478682706949
29, -0.0805949894150594
30, -0.08156187542934194
31, -0.08248888611077455
32, -0.08337916587552247
33, -0.08423558836708127
34, -0.08506078053891795
35, -0.08585714483034312
36, -0.08662687951356084
37, -0.08737199730341465
38, -0.08809434233145948
39, -0.08879560559227359
40, -0.08947733897264641
41, -0.09014096797402298
42, -0.09078780323603096
43, -0.09141905096462569
44, -0.09203582236296592
45, -0.09263914215693171
46, -0.09322995630070097
47, -0.0938091389411116
48, -0.09437749871299471
49, -0.09493578443132783
50, -0.0954846902400319
51, -0.09602486027158971
52, -0.09655689286642868
53, -0.09708134439616775
54, -0.09759873273042566
55, -0.09810954038284517
56, -0.09861421736834669
57, -0.09911318380034781
58, -0.09960683225367147
59, -0.10009552991624486
60, -0.10057962055028134
61, -0.10105942628145125
62, -0.10153524923271812
63, -0.10200737301770064
64, -0.10247606410696111
65, -0.10294157307920736
66, -0.1034041357681946
67, -0.10386397431501415
68, -0.10432129813446832
69, -0.10477630480337562
70, -0.10522918087786713
71, -0.10568010264601992
72, -0.10612923682157983
73, -0.10657674118394099
74, -0.10702276516906287
75, -0.10746745041555757
76, -0.10791093126977626
77, -0.10835333525335618
78, -0.10879478349638498
79, -0.10923539113901926
80, -0.10967526770416824
81, -0.11011451744357716
82, -0.11055323965947363
83, -0.11099152900371687
84, -0.11142947575622718
85, -0.11186716608433332
86, -0.11230468228449778
87, -0.11274210300779688
88, -0.1131795034703677
89, -0.11361695564998997
90, -0.11405452846979769
91, -0.11449228797011408
92, -0.11493029746925536
93, -0.11536861771411364
94, -0.1158073070212619
95, -0.11624642140924632
96, -0.11668601472270117
97, -0.11712613874885172
98, -0.11756684332694306
99, -0.11800817645107474
100, -0.11845018436689377
101, -0.11889291166257432
102, -0.1193364013544453
103, -0.11978069496764533
104, -0.12022583261211862
105, -0.12067185305426543
106, -0.12111879378452645
107, -0.12156669108116193
108, -0.12201558007047306
109, -0.12246549478368977
110, -0.12291646821072785
111, -0.12336853235102674
112, -0.12382171826162942
113, -0.12427605610269297
114, -0.12473157518056861
115, -0.12518830398861325
116, -0.1256462702458601
117, -0.12610550093367842
118, -0.12656602233054162
119, -0.12702786004501435
120, -0.12749103904706435
121, -0.12795558369779306
122, -0.12842151777767324
123, -0.12888886451339251
124, -0.12935764660335936
125, -0.1298278862419696
126, -0.13029960514268873
127, -0.13077282456001563
128, -0.13124756531039788
129, -0.13172384779215135
130, -0.13220169200443116
131, -0.13268111756531903
132, -0.13316214372906576
133, -0.1336447894025316
134, -0.13412907316087588
135, -0.13461501326252215
136, -0.13510262766345604
137, -0.13559193403086778
138, -0.13608294975618956
139, -0.13657569196755587
140, -0.13707017754170756
141, -0.137566423115379
142, -0.13806444509618562
143, -0.13856425967304517
144, -0.1390658828261441
145, -0.13956933033648883
146, -0.14007461779504074
147, -0.1405817606114728
148, -0.14109077402256126
149, -0.1416016731002217
150, -0.1421144727592214
151, -0.14262918776457098
152, -0.14314583273861314
153, -0.14366442216782954
154, -0.14418497040937245
155, -0.1447074916973303
156, -0.14523200014875504
157, -0.14575850976944152
158, -0.14628703445948799
159, -0.1468175880186387
160, -0.14735018415141543
161, -0.14788483647206313
162, -0.14842155850929437
163, -0.1489603637108661
164, -0.14950126544797332
165, -0.15004427701949183
166, -0.15058941165604778
167, -0.15113668252395757
168, -0.1516861027290044
169, -0.15223768532008988
170, -0.15279144329275127
171, -0.15334738959255345
172, -0.15390553711835614
173, -0.1544658987254775
174, -0.15502848722872817
175, -0.1555933154053641
176, -0.15616039599791776
177, -0.15672974171694148
178, -0.15730136524365881
179, -0.15787527923252243
180, -0.1584514963136898
181, -0.15903002909541675
182, -0.15961089016637037
183, -0.16019409209787067
184, -0.16077964744605344
185, -0.16136756875397185
186, -0.16195786855362773
187, -0.16255055936793364
188, -0.16314565371262518
189, -0.1637431640981043
190, -0.16434310303123173
191, -0.16494548301705897
192, -0.16555031656052305
193, -0.16615761616806585
194, -0.16676739434923185
195, -0.16737966361820414
196, -0.16799443649529397
197, -0.1686117255084078
198, -0.16923154319443914
199, -0.16985390210065568
200, -0.17047881478602583
201, -0.17110629382252127
202, -0.17173635179637264
203, -0.17236900130930355
204, -0.17300425497972166
205, -0.17364212544388608
206, -0.1742826253570436
207, -0.17492576739452953
208, -0.17557156425284626
209, -0.17622002865071656
210, -0.1768711733301061
211, -0.17752501105722437
212, -0.17818155462349874
213, -0.17884081684652856
214, -0.17950281057101797
215, -0.1801675486696773
216, -0.18083504404412248
217, -0.18150530962573314
218, -0.18217835837650942
219, -0.18285420328990054
220, -0.18353285739161515
221, -0.1842143337404228
222, -0.18489864542893042
223, -0.18558580558434443
224, -0.18627582736922235
225, -0.18696872398220385
226, -0.18766450865873285
227, -0.18836319467176033
228, -0.18906479533243958
229, -0.18976932399079974
230, -0.19047679403642498
231, -0.19118721889909387
232, -0.1919006120494384
233, -0.1926169869995698
234, -0.19333635730369783
235, -0.19405873655875525
236, -0.19478413840498146
237, -0.19551257652653808
238, -0.1962440646520706
239, -0.19697861655529952
240, -0.1977162460555759
241, -0.19845696701844756
242, -0.199200793356205
243, -0.1999477390284243
244, -0.20069781804250422
245, -0.20145104445419082
246, -0.20220743236810274
247, -0.20296699593824713
248, -0.2037297493685199
249, -0.20449570691321728
250, -0.205264882877529
251, -0.20603729161802803
252, -0.2068129475431562
253, -0.20759186511370586
254, -0.2083740588432922
255, -0.20915954329882802
256, -0.2099483331009865
257, -0.2107404429246608
258, -0.2115358874994209
259, -0.21233468160997215
260, -0.21313684009659667
261, -0.21394237785559947
262, -0.21475130983975074
263, -0.21556365105872533
264, -0.2163794165795355
265, -0.21719862152695524
266, -0.2180212810839579
267, -0.21884741049213388
268, -0.21967702505211642
269, -0.2205101401239964
270, -0.22134677112774365
271, -0.22218693354361269
272, -0.22303064291256441
273, -0.22387791483666414
274, -0.22472876497949773
275, -0.225583209066569
276, -0.22644126288570537
277, -0.2273029422874573
278, -0.22816826318550174
279, -0.22903724155702657
280, -0.22990989344313917
281, -0.230786234949255
282, -0.2316662822454838
283, -0.23255005156703046
284, -0.23343755921457912
285, -0.23432882155467774
286, -0.23522385502012688
287, -0.23612267611037102
288, -0.23702530139187553
289, -0.23793174749850943
290, -0.23884203113193575
291, -0.23975616906198358
292, -0.2406741781270357
293, -0.24159607523440454
294, -0.24252187736071001
295, -0.24345160155226106
296, -0.24438526492543697
297, -0.24532288466705052
298, -0.24626447803473916
299, -0.24721006235733736
300, -0.24815965503524606
301, -0.2491132735408129
302, -0.2500709354187099
303, -0.25103265828630084
304, -0.25199845983401953
305, -0.25296835782574534
306, -0.2539423700991756
307, -0.25492051456619674
308, -0.2559028092132654
309, -0.256889272101768
310, -0.2578799213684133
311, -0.25887477522558866
312, -0.25987385196174534
313, -0.26087716994176513
314, -0.2618847476073391
315, -0.26289660347733235
316, -0.26391275614817666
317, -0.2649332242942181
318, -0.26595802666812085
319, -0.2669871821012167
320, -0.26802070950389345
321, -0.26905862786597
322, -0.2701009562570667
323, -0.2711477138269845
324, -0.27219891980607935
325, -0.27325459350563924
326, -0.27431475431826946
327, -0.27537942171825713
328, -0.27644861526195347
329, -0.2775223545881609
330, -0.27860065941849854
331, -0.27968354955779756
332, -0.2807710448944604
333, -0.28186316540086515
334, -0.28295993113373047
335, -0.284061362234506
336, -0.28516747892974814
337, -0.28627830153150724
338, -0.28739385043771554
339, -0.28851414613256215
340, -0.28963920918688807
341, -0.2907690602585689
342, -0.29190372009289595
343, -0.29304320952297636
344, -0.2941875494701034
345, -0.29533676094416833
346, -0.29649086504403027
347, -0.2976498829579193
348, -0.29881383596381844
349, -0.2999827454298678
350, -0.30115663281474925
351, -0.30233551966807826
352, -0.30351942763081263
353, -0.3047083784356345
354, -0.3059023939073501
355, -0.3071014959632936
356, -0.30830570661372114
357, -0.30951504796220985
358, -0.3107295422060595
359, -0.31194921163670336
360, -0.31317407864008495
361, -0.31440416569709523
362, -0.3156394953839544
363, -0.3168800903726232
364, -0.3181259734312092
365, -0.3193771674243802
366, -0.32063369531376357
367, -0.3218955801583638
368, -0.32316284511496834
369, -0.3244355134385611
370, -0.32571360848273956
371, -0.3269971537001219
372, -0.32828617264276344
373, -0.3295806889625774
374, -0.3308807264117505
375, -0.3321863088431602
376, -0.333497460210794
377, -0.3348142045701685
378, -0.33613656607876075
379, -0.3374645689964136
380, -0.33879823768578177
381, -0.34013759661274273
382, -0.34148267034682067
383, -0.34283348356162735
384, -0.34419006103528443
385, -0.3455524276508511
386, -0.34692060839675287
387, -0.3482946283672269
388, -0.349674512762741
389, -0.35106028689044544
390, -0.35245197616458424
391, -0.35384960610695937
392, -0.355253202347353
393, -0.3566627906239735
394, -0.3580783967838899
395, -0.3595000467834913
396, -0.36092776668890664
397, -0.36236158267646273
398, -0.3638015210331402
399, -0.36524760815699875
400, -0.3666998705576434
401, -0.3681583348566703
402, -0.3696230277881101
403, -0.3710939761988929
404, -0.37257120704929214
405, -0.3740547474133943
406, -0.37554462447952713
407, -0.3770408655507477
408, -0.3785434980452923
409, -0.38005254949702383
410, -0.38156804755591567
411, -0.38309001998849457
412, -0.38461849467831516
413, -0.3861534996264321
414, -0.38769506295184375
415, -0.38924321289199415
416, -0.390797977803214
417, -0.3923593861612067
418, -0.3939274665615183
419, -0.3955022477200085
420, -0.3970837584733307
421, -0.39867202777939814
422, -0.4002670847178828
423, -0.4018689584906661
424, -0.4034776784223495
425, -0.40509327396071243
426, -0.4067157746772114
427, -0.4083452102674552
428, -0.4099816105516916
429, -0.4116250054753096
430, -0.4132754251093088
431, -0.4149328996507942
432, -0.41659745942348597
433, -0.4182691348781832
434, -0.4199479565932794
435, -0.42163395527525654
436, -0.4233271617591781
437, -0.4250276070091803
438, -0.4267353221189879
439, -0.42845033831240675
440, -0.4301726869438293
441, -0.4319023994987313
442, -0.43363950759419156
443, -0.43538404297938693
444, -0.4371360375361029
445, -0.43889552327925374
446, -0.44066253235737574
447, -0.4424370970531627
448, -0.44421924978395866
449, -0.44600902310228746
450, -0.4478064496963558
451, -0.4496115623905902
452, -0.4514243941461436
453, -0.45324497806141734
454, -0.4550733473725964
455, -0.4569095354541475
456, -0.4587535758193785
457, -0.4606055021209307
458, -0.46246534815133133
459, -0.4643331478435205
460, -0.46620893527137014
461, -0.4680927446502265
462, -0.46998461033743444
463, -0.47188456683289487
464, -0.4737926487795738
465, -0.475708890964051
466, -0.47763332831707167
467, -0.4795659959140684
468, -0.48150692897571473
469, -0.4834561628684695
470, -0.48541373310511315
471, -0.48737967534529997
472, -0.4893540253961092
473, -0.4913368192125956
474, -0.4933280928983212
475, -0.49532788270593514
476, -0.4973362250377083
477, -0.49935315644609435
478, -0.5013787136342837
479, -0.5034129334567657
480, -0.505455852919885
481, -0.5075075091823964
