Distance, Potential, E-field Magnitude
53.225933528685054, 6.39460056418459e-05, 3.215283770529687e-05
52.80151512977634, 6.630978868738697e-05, 3.333729693877465e-05
52.392747589718944, 6.86421035785565e-05, 3.4505926833010665e-05
52.0, 7.093586538945982e-05, 3.565594226213783e-05
51.62363799656123, 7.318523643420999e-05, 3.6783571020350555e-05
51.264022471905186, 7.538240077443815e-05, 3.788570045811478e-05
50.92150822589606, 7.752094186016044e-05, 3.895823200522741e-05
50.59644256269407, 7.95924856973228e-05, 3.999780763986766e-05
50.28916384272063, 8.159023171933968e-05, 4.100010272548173e-05
50.0, 8.350547774815456e-05, 4.1961625206283887e-05
49.72926703662542, 8.533128880521268e-05, 4.287795300243079e-05
49.47726750741192, 8.705891602230114e-05, 4.374559780581678e-05
49.24428900898052, 8.868158599970163e-05, 4.45601927356203e-05
49.03060268852505, 9.0190824661124e-05, 4.531841154117273e-05
48.83646178829912, 9.158034770455147e-05, 4.601611162910659e-05
48.662100242385755, 9.284229927926278e-05, 4.665029848822266e-05
48.507731342539614, 9.397122231378007e-05, 4.72172286950035e-05
48.373546489791295, 9.496022109880484e-05, 4.7714408604237716e-05
48.25971404805462, 9.580498910060927e-05, 4.813866166742823e-05
48.16637831516918, 9.649990433096572e-05, 4.8488150024282596e-05
48.093658625644196, 9.704209190653305e-05, 4.876041055392715e-05
48.041648597857254, 9.742746167018705e-05, 4.895438805982813e-05
48.010415536631214, 9.765478337208306e-05, 4.906844498659991e-05
48.0, 9.772167743309695e-05, 4.910239544693225e-05
48.010415536631214, 9.76286821746912e-05, 4.9055494464018264e-05
48.041648597857254, 9.737521076683566e-05, 4.8928463085429544e-05
48.093658625644196, 9.696359221726145e-05, 4.872146424776998e-05
48.16637831516918, 9.639501013798713e-05, 4.84361105134882e-05
48.25971404805462, 9.567350186926354e-05, 4.8073435019423484e-05
48.373546489791295, 9.480189733225928e-05, 4.763587475326308e-05
48.507731342539614, 9.378576328610515e-05, 4.712524632313249e-05
48.662100242385755, 9.262936278662994e-05, 4.654469894269734e-05
48.83646178829912, 9.133953375787685e-05, 4.58967057399186e-05
49.03060268852505, 8.992169109738439e-05, 4.518498156278478e-05
49.24428900898052, 8.838363020100386e-05, 4.4412501086219394e-05
49.47726750741192, 8.673159433990129e-05, 4.35833770791105e-05
49.72926703662542, 8.49739943917383e-05, 4.27009166110434e-05
50.0, 8.311756373683866e-05, 4.176945552259874e-05
50.28916384272063, 8.11709852766083e-05, 4.079246361070494e-05
50.59644256269407, 7.914115489092124e-05, 3.977433078812215e-05
50.92150822589606, 7.703670606059885e-05, 3.871853134160351e-05
51.264022471905186, 7.486440113838966e-05, 3.762935677872989e-05
51.62363799656123, 7.263254280558704e-05, 3.651014824897852e-05
52.0, 7.034751031902004e-05, 3.536497050300244e-05
52.392747589718944, 6.801704589888804e-05, 3.4196920489361236e-05
52.80151512977634, 6.564695098641146e-05, 3.3009736328865355e-05
53.225933528685054, 6.32442347109692e-05, 3.1806189073104666e-05
53.665631459994955, 6.081398322614955e-05, 3.058962023035684e-05
54.120236510939236, 5.836235679349667e-05, 2.9362422785304153e-05
54.589376255824725, 5.589364357595458e-05, 2.812750067403277e-05
55.072679252057455, 5.341309167500458e-05, 2.6886844474630743e-05
55.569775957799216, 5.0924157389616174e-05, 2.5642906363955483e-05
56.08029957123981, 4.843115875486407e-05, 2.439727544109161e-05
56.60388679233962, 4.5936727201022546e-05, 2.315196216186056e-05
57.14017850864661, 4.34442697170556e-05, 2.190817812942193e-05
57.688820407423826, 4.09556320104785e-05, 2.0667524924077886e-05
58.249463516842795, 3.847335728392866e-05, 1.943088360551898e-05
58.82176467941097, 3.5998568327924384e-05, 1.81995046173546e-05
59.405386961116584, 3.3533011971180245e-05, 1.6974013848670068e-05
60.0, 3.10771669619261e-05, 1.5755404059751323e-05
60.60528029800704, 2.8632064356903337e-05, 1.4544169212558973e-05
61.220911460055866, 2.6197627499714882e-05, 1.3341207453991926e-05
61.84658438426491, 2.3774259887106352e-05, 1.214711072688718e-05
62.48199740725323, 2.1361422987563372e-05, 1.0963018920529694e-05
63.12685640834652, 1.8958984419943088e-05, 9.790146442263726e-06
63.7808748764079, 1.656603874080277e-05, 8.630739137460635e-06
64.4437739428721, 1.4182010057978194e-05, 7.488155473124077e-06
65.11528238439882, 1.1805720233356883e-05, 6.368616645704822e-06
65.79513659838392, 9.436241312975953e-06, 5.283467823564165e-06
66.48308055437865, 7.072214836180305e-06, 4.255816807492996e-06
67.17886572427373, 4.712450683272553e-06, 3.3356345446953944e-06
67.88225099390856, 2.3555003523753764e-06, 2.6347846146733773e-06
67.89698078707183, 3.408539985271513e-06, 3.594815465648219e-06
67.17886572427373, 6.8194688246991055e-06, 4.10361817305457e-06
66.46803743153546, 1.023504900917772e-05, 4.835342435517815e-06
65.76473218982953, 1.3657675209510431e-05, 5.706382929861039e-06
65.06919393998976, 1.7089362954143684e-05, 6.664249983804903e-06
64.38167441127949, 2.0532390494516557e-05, 7.678476646480574e-06
63.702433234531945, 2.398840407268786e-05, 8.731646575830291e-06
63.0317380372777, 2.7459440069659288e-05, 9.813276009737939e-06
62.369864518050704, 3.094665007888986e-05, 1.0917136045117743e-05
61.71709649683789, 3.445169892960349e-05, 1.2039039344996543e-05
61.07372593840988, 3.797511451287458e-05, 1.3176460289740766e-05
60.440052945046304, 4.1518056000123515e-05, 1.4327359056334771e-05
59.81638571495272, 4.508029516120716e-05, 1.5490534636893173e-05
59.20304046246274, 4.8662347933475206e-05, 1.666467462673355e-05
58.60034129593445, 5.226309582246216e-05, 1.7849017788886807e-05
58.008620049092706, 5.5882272924991856e-05, 1.9042405223606394e-05
57.42821606144492, 5.951773790314954e-05, 2.0244126168782878e-05
56.859475903318, 6.316830762361455e-05, 2.1452902331151408e-05
56.302753041036986, 6.683069212452177e-05, 2.2667872792359248e-05
55.758407437802596, 7.050266518661079e-05, 2.3887489999381148e-05
55.226805085936306, 7.417967663435659e-05, 2.511062520754912e-05
54.70831746635972, 7.785834936784806e-05, 2.6335370724134433e-05
54.20332093147061, 8.153278519708791e-05, 2.7560256132337206e-05
53.71219600798314, 8.519837707843569e-05, 2.8782957783385825e-05
53.23532661682466, 8.884782639259766e-05, 3.000161928903312e-05
52.773099207835045, 9.247525826222528e-05, 3.121347218891043e-05
52.32590180780452, 9.607196964393208e-05, 3.2416255363533124e-05
51.894122981316485, 9.963083454811233e-05, 3.3606752310160934e-05
51.478150704935004, 0.00010314180339980074, 3.478230439876459e-05
51.07837115648854, 0.00010659658362019344, 3.593927099206505e-05
50.695167422546305, 0.00010998391129448296, 3.7074631266143875e-05
50.32891812864648, 0.00011329449079770517, 3.818437377211551e-05
49.9799959983992, 0.00011651605978692063, 3.926518102597723e-05
49.64876634922564, 0.00011963856929096624, 4.031275513244099e-05
49.33558553417604, 0.00012264906237304888, 4.132357858165645e-05
49.040799340956916, 0.0001255370733580382, 4.2293182296207795e-05
48.76474136094644, 0.00012828933923601403, 4.321797510899326e-05
48.507731342539614, 0.00013089539358354533, 4.409346011493997e-05
48.27007354458868, 0.00013334212806709659, 4.491612422076722e-05
48.05205510693585, 0.00013561955336666777, 4.568160807719648e-05
47.853944456021594, 0.00013771522628836487, 4.6386646000694926e-05
47.67598976424087, 0.00013962014698172727, 4.70271941600453e-05
47.51841748206689, 0.00014132306558612247, 4.760041021922421e-05
47.38143096192854, 0.00014281648268542032, 4.810274400926847e-05
47.265209192385896, 0.00014409084853584715, 4.8531945590494984e-05
47.16990566028302, 0.00014514063245478397, 4.888512250943333e-05
47.095647357266465, 0.00014595842789254566, 4.91607647679806e-05
47.042533945356304, 0.00014654105662306795, 4.9356773059005766e-05
47.01063709417264, 0.0001468835944454519, 4.947248944148736e-05
47.0, 0.00014698547773371338, 4.9506701704555515e-05
47.01063709417264, 0.00014684446734895785, 4.9459669373038384e-05
47.042533945356304, 0.00014646272813617235, 4.933111050729598e-05
47.095647357266465, 0.00014584075237552863, 4.91222138938326e-05
47.16990566028302, 0.0001449833867408039, 4.8833615990851634e-05
47.265209192385896, 0.00014389374076586109, 4.8467391600401915e-05
47.38143096192854, 0.00014257913997379578, 4.80250300958244e-05
47.51841748206689, 0.00014104504871445935, 4.750939829016139e-05
47.67598976424087, 0.00013930093196803153, 4.692272629649959e-05
47.853944456021594, 0.00013735422489380417, 4.62685374807594e-05
48.05205510693585, 0.00013521608865372614, 4.5549655116198106e-05
48.27007354458868, 0.00013289546065612165, 4.477009508083202e-05
48.507731342539614, 0.00013040469131465364, 4.393310476413727e-05
48.76474136094644, 0.00012775370909635784, 4.30430144794847e-05
49.040799340956916, 0.0001249555253923762, 4.2103319856456506e-05
49.33558553417604, 0.00012202054718837473, 4.111848782437931e-05
49.64876634922564, 0.00011896193639185547, 4.0092093059753136e-05
49.9799959983992, 0.00011579010055194809, 3.902857397196834e-05
50.32891812864648, 0.00011251789144821271, 3.7931432813061005e-05
50.695167422546305, 0.00010915530122753255, 3.680493651462878e-05
51.07837115648854, 0.00010571448325359499, 3.565238896787652e-05
51.478150704935004, 0.00010220467773970031, 3.4477770978342436e-05
51.894122981316485, 9.863703618933457e-05, 3.328409213682955e-05
52.32590180780452, 9.501979744721614e-05, 3.207496370916367e-05
52.773099207835045, 9.136289582756111e-05, 3.0853036560470936e-05
53.23532661682466, 8.767340572214758e-05, 2.9621500580863507e-05
53.71219600798314, 8.395991288198237e-05, 2.838261438172731e-05
54.20332093147061, 8.022824342236968e-05, 2.713912495140448e-05
54.70831746635972, 7.648557774188428e-05, 2.5892894385993843e-05
55.226805085936306, 7.273647795380153e-05, 2.4646233958932388e-05
55.758407437802596, 6.898672454692528e-05, 2.3400633093148624e-05
56.302753041036986, 6.523965487945465e-05, 2.215800309120756e-05
56.859475903318, 6.149970380617967e-05, 2.091951417120471e-05
57.42821606144492, 5.776906478575644e-05, 1.9686746194007718e-05
58.008620049092706, 5.405091719199436e-05, 1.8460641605384083e-05
58.60034129593445, 5.0346420690794025e-05, 1.7242564864441197e-05
59.20304046246274, 4.665761369585377e-05, 1.603338464971966e-05
59.81638571495272, 4.2984750860976646e-05, 1.4834453995980857e-05
60.440052945046304, 3.9328859026208185e-05, 1.3646850530185494e-05
61.07372593840988, 3.5689426860855504e-05, 1.2472317234383392e-05
61.71709649683789, 3.206660659265581e-05, 1.1312736366721643e-05
62.369864518050704, 2.8459263967985826e-05, 1.0171157806484273e-05
63.0317380372777, 2.4866816006379796e-05, 9.05174213859495e-06
63.702433234531945, 2.1287648481686645e-05, 7.961314207486871e-06
64.38167441127949, 1.772058186023074e-05, 6.9106168426515024e-06
65.06919393998976, 1.4163662433459039e-05, 5.918015962268613e-06
65.76473218982953, 1.0615250459106899e-05, 5.015032882226095e-06
66.46803743153546, 7.073189888778694e-06, 4.256359140646042e-06
67.17886572427373, 3.535514526824213e-06, 3.7286813734434925e-06
67.20863039818622, 4.548288477220984e-06, 4.690819795024683e-06
66.48308055437865, 9.099757346217425e-06, 5.0949811104503494e-06
65.76473218982953, 1.3657675209510431e-05, 5.706382929861039e-06
65.05382386916237, 1.8224974181105386e-05, 6.46803000880866e-06
64.35060217278468, 2.280484987228891e-05, 7.334954716729109e-06
63.655321851358195, 2.7399824734439436e-05, 8.27618348433159e-06
62.96824596572466, 3.2012856694229985e-05, 9.271102434539781e-06
62.289646009589745, 3.6645893666715904e-05, 1.0306410106348179e-05
61.61980201201558, 4.130148583127357e-05, 1.1373093602584835e-05
60.959002616512684, 4.5980836704941e-05, 1.246530803177383e-05
60.30754513325841, 5.068591228953078e-05, 1.3578739272164126e-05
59.665735560705194, 5.5416996441506875e-05, 1.4710587482873633e-05
59.033888572581766, 6.017528849738843e-05, 1.585844104800694e-05
58.412327466040935, 6.495997310573229e-05, 1.702075327377333e-05
57.8013840664737, 6.9771296465029e-05, 1.819584204433509e-05
57.201398584300364, 7.460716328935995e-05, 1.9382625448230145e-05
56.61271941887264, 7.946668047562408e-05, 2.0579606886281572e-05
56.0357029044876, 8.434629644039611e-05, 2.1785781575439658e-05
55.47071299343465, 8.924379986241724e-05, 2.2999556087004218e-05
54.91812087098393, 9.41540192197636e-05, 2.421978955825188e-05
54.378304497290095, 9.907326319816639e-05, 2.5444629590816776e-05
53.85164807134504, 0.0001039946008152074, 2.667267111717592e-05
53.33854141237835, 0.00010891272908491725, 2.7901703784493373e-05
52.839379254491625, 0.00011381885654768063, 2.9129978864558662e-05
52.354560450833695, 0.00011870598274146855, 3.035486909774036e-05
51.884487084291386, 0.00012356341013523609, 3.157423702843941e-05
51.42956348249516, 0.0001283824187462282, 3.278501115635993e-05
50.99019513592785, 0.00013315043324126742, 3.398465022101486e-05
50.566787519082126, 0.0001378570744992172, 3.516964102386532e-05
50.15974481593781, 0.00014248800982025612, 3.6337053450052484e-05
49.76946855251722, 0.00014703136119642427, 3.748296611069213e-05
49.39635614091387, 0.00015147126698364185, 3.860410665373021e-05
49.040799340956916, 0.00015579462397149034, 3.969621167922639e-05
48.703182647543684, 0.00015998438840579256, 4.0755746304503424e-05
48.38388161361178, 0.00016402662557523593, 4.17782047358792e-05
48.08326112068523, 0.00016790357670404515, 4.2759902192947074e-05
47.80167361086848, 0.00017160098575792163, 4.369622215127641e-05
47.53945729601885, 0.00017510095658842157, 4.458347266976235e-05
47.29693436154187, 0.00017838952223463094, 4.541708573750999e-05
47.07440918375928, 0.0001814493141092805, 4.619352888956159e-05
46.87216658103186, 0.00018426733465291042, 4.6908461420507514e-05
46.69047011971501, 0.00018682745780128582, 4.7558691060683065e-05
46.52956049652737, 0.0001891183620080897, 4.814029121831274e-05
46.389654018972806, 0.00019112587933729823, 4.865059159382156e-05
46.2709412050371, 0.00019284104324676556, 4.9086260257527725e-05
46.17358552246078, 0.00019425230302259425, 4.9445316578584635e-05
46.09772228646444, 0.00019535363987260992, 4.972518199294449e-05
46.04345773288535, 0.00019613666452304853, 4.992470364955981e-05
46.010868281309364, 0.00019659875643661834, 5.0042178267102766e-05
46.0, 0.00019673506538036396, 5.007737550422863e-05
46.010868281309364, 0.0001965466319230684, 5.0029540337458416e-05
46.04345773288535, 0.0001960323184137616, 4.9899406284869474e-05
46.09772228646444, 0.00019519687388339172, 4.968718314238716e-05
46.17358552246078, 0.00019404282551358293, 4.939455166219496e-05
46.2709412050371, 0.0001925784568817048, 4.9022645046021824e-05
46.389654018972806, 0.00019080969675123042, 4.857401825648734e-05
46.52956049652737, 0.0001887479853020418, 4.80506331224987e-05
46.69047011971501, 0.00018640220198179656, 4.745579688233826e-05
46.87216658103186, 0.00018378639905639396, 4.679216186372709e-05
47.07440918375928, 0.00018091181354025143, 4.606362890739536e-05
47.29693436154187, 0.00017779445045257403, 4.5273373173893166e-05
47.53945729601885, 0.00017444722504936016, 4.4425708656615156e-05
47.80167361086848, 0.000170887379336085, 4.352415167965504e-05
48.08326112068523, 0.00016712879992111972, 4.2573242774259226e-05
48.38388161361178, 0.00016318925076980282, 4.157665891818355e-05
48.703182647543684, 0.00015908290931675558, 4.053898871349947e-05
49.040799340956916, 0.00015482739661051511, 3.9463903512654306e-05
49.39635614091387, 0.00015043657042446552, 3.835588125607002e-05
49.76946855251722, 0.0001459273314497714, 3.721844550922542e-05
50.15974481593781, 0.00014131270766964423, 3.605583267350263e-05
50.566787519082126, 0.0001366084127245148, 3.48713067977857e-05
50.99019513592785, 0.00013182625133490673, 3.3668764328424394e-05
51.42956348249516, 0.00012698040388121212, 3.245113150579928e-05
51.884487084291386, 0.00012208117859408466, 3.122190049911956e-05
52.354560450833695, 0.00011714099507761873, 2.9983615365319913e-05
52.839379254491625, 0.00011216850556378024, 2.873933342325242e-05
53.33854141237835, 0.00010717424969374825, 2.7491205232057773e-05
53.85164807134504, 0.00010216516441484373, 2.624185550122915e-05
54.378304497290095, 9.714988280031516e-05, 2.4993062459218732e-05
54.91812087098393, 9.21336500875026e-05, 2.374705364921634e-05
55.47071299343465, 8.712324054062427e-05, 2.2505290659745816e-05
56.0357029044876, 8.212229554781623e-05, 2.1269677233610143e-05
56.61271941887264, 7.713583434408486e-05, 2.0041457251028714e-05
57.201398584300364, 7.216602883606312e-05, 1.8822336722145867e-05
57.8013840664737, 6.721628622443725e-05, 1.7613507792930052e-05
58.412327466040935, 6.228747415007658e-05, 1.6416695140551343e-05
59.033888572581766, 5.7381555726832335e-05, 1.5233331076002828e-05
59.665735560705194, 5.2498277570084563e-05, 1.4065558201203837e-05
60.30754513325841, 4.763834034401623e-05, 1.2915613155723439e-05
60.959002616512684, 4.280056114797723e-05, 1.1786873177360373e-05
61.61980201201558, 3.798456530470541e-05, 1.0683596328819675e-05
62.289646009589745, 3.3188433380349194e-05, 9.612254060084387e-06
62.96824596572466, 2.841090253102214e-05, 8.582026743036578e-06
63.655321851358195, 2.364950708706347e-05, 7.607059509695679e-06
64.35060217278468, 1.8902280299147116e-05, 6.708614528720772e-06
65.05382386916237, 1.4166395916103216e-05, 5.919115112628496e-06
65.76473218982953, 9.439363610191184e-06, 5.285130967791294e-06
66.48308055437865, 4.718177324154921e-06, 4.8660338409568936e-06
66.52818951391959, 5.690989353378145e-06, 5.8069768500074625e-06
65.79513659838392, 1.138612989755564e-05, 6.142061709761905e-06
65.06919393998976, 1.7089362954143684e-05, 6.6642499838049035e-06
64.35060217278468, 2.2804849872288915e-05, 7.334954716729109e-06
63.63961030678928, 2.8536122212286202e-05, 8.11921285309735e-06
62.93647591023825, 3.428714868039533e-05, 8.989164502931874e-06
62.24146527838174, 4.0060847844231934e-05, 9.924453280252888e-06
61.554853586049575, 4.586078695685904e-05, 1.0910304347963407e-05
60.876925020897694, 5.168906245085856e-05, 1.1936468134043819e-05
60.207972893961475, 5.7548623224539235e-05, 1.2995379828720581e-05
59.54829972383762, 6.344052703579371e-05, 1.40818467304719e-05
58.89821729050889, 6.936687870816676e-05, 1.519172811488636e-05
58.25804665451803, 7.532747352680005e-05, 1.63222049526226e-05
57.62811813689564, 8.132333889076724e-05, 1.7470691399967505e-05
57.0087712549569, 8.735277890006231e-05, 1.8635440861618252e-05
56.4003546088143, 9.34155062480698e-05, 1.981450693741229e-05
55.80322571321482, 9.950810537051956e-05, 2.1006560841087054e-05
55.21775076911409, 0.00010562873984032099, 2.220981942476768e-05
54.644304369257, 0.00011177205469956164, 2.342301691812129e-05
54.08326913195984, 0.00011793444326800058, 2.4644265528152396e-05
53.53503525729669, 0.0001241084125434354, 2.5872154414915125e-05
53.0, 0.0001302883921119673, 2.7104529689151658e-05
52.478567053607705, 0.00013646458968898025, 2.8339706356610963e-05
51.97114584074513, 0.00014262932362833801, 2.9575164352773457e-05
51.478150704935004, 0.00014877039864872563, 3.0808864742648704e-05
51.0, 0.00015487794213606547, 3.203786326529331e-05
50.53711507397311, 0.0001609373326727858, 3.325972447931805e-05
50.08991914547278, 0.000166936518722277, 3.4471056838831374e-05
49.658836071740545, 0.0001728585345265407, 3.5669019410405344e-05
49.24428900898052, 0.0001786892776318422, 3.684978388661172e-05
48.84669896727925, 0.00018440964780224188, 3.801012865957542e-05
48.46648326421054, 0.00019000375697299777, 3.914583386706217e-05
48.104053883222775, 0.00019545072683107325, 4.025335727526582e-05
47.75981574503821, 0.0002007333010052724, 4.132816864597718e-05
47.43416490252569, 0.00020582933576841647, 4.2366501181244245e-05
47.12748667179272, 0.00021072077955484143, 4.336363130041438e-05
46.84015371452148, 0.00021538488888506657, 4.4315698410857696e-05
46.57252408878007, 0.00021980353480427868, 4.521793567694003e-05
46.32493928760188, 0.00022395417289028757, 4.6066549696393204e-05
46.09772228646444, 0.00022781943034176278, 4.6856907142947795e-05
