x, y, Potential, x-field, y-field, z-field
 1, 67, 0.0022419680812744403, -0.9996510994008008, 0.02641021676505132, 0.00042416646868162136
 1, 68, 0.002181660882811251, -0.9996068920207204, 0.028033562296330073, 0.00042521718399691106
 1, 69, 0.002119496320764183, -0.999559156569485, 0.029686879161140052, 0.0004262907124957974
 1, 70, 0.0020556594978132724, -0.9995075292849513, 0.03137700188710543, 0.0004273818772341994
 1, 71, 0.001990329781205482, -0.9994515593795475, 0.03311188387870311, 0.00042848546553659987
 1, 72, 0.0019236796863641502, -0.9993906900389682, 0.03490077521345151, 0.0004295962467235781
 1, 73, 0.0018558739155096204, -0.999324234431207, 0.03675444147652943, 0.00043070898589461174
 1, 74, 0.0017870685511740824, -0.9992513450685689, 0.038685435392140984, 0.00043181845289520717
 1, 75, 0.0017174104017506685, -0.9991709742333527, 0.040708436844764447, 0.00043291942534600715
 1, 76, 0.0016470364938887933, -0.9990818222678485, 0.042840682209239665, 0.00043400668423980047
 1, 77, 0.0015760737046442823, -0.9989822691996753, 0.04510251139805782, 0.0004350750000484606
 1, 78, 0.0015046385248079488, -0.9988702832006204, 0.04751807170790276, 0.0004361191064219105
 1, 79, 0.0014328369437508763, -0.9987432964010458, 0.05011623298032971, 0.00043713365725750025
 1, 80, 0.0013607644454097783, -0.9985980340112443, 0.05293179125758145, 0.00043811316088197307
 1, 81, 0.0012885061046553263, -0.9984302755435431, 0.05600707197746949, 0.0004390518818983343
 1, 82, 0.0012161367731996354, -0.9982345154789051, 0.059394095296922786, 0.0004399436961163915
 1, 83, 0.0011437213443633303, -0.998003471970963, 0.06315754622561963, 0.00044078187557502753
 1, 84, 0.0010713150863946549, -0.9977273606679442, 0.06737891955525488, 0.00044155876650651103
 1, 85, 0.0009989640345710957, -0.9973927962256665, 0.07216241707808818, 0.0004422652985998423
 1, 86, 0.000926705432978405, -0.9969810867148752, 0.07764352246697456, 0.0004428902201423119
 1, 87, 0.0008545682176166552, -0.9964655057537306, 0.08400178106841079, 0.0004434188725462878
 1, 88, 0.0007825735332954308, -0.9958067789925278, 0.09148039093940875, 0.0004438311611947939
