x, y, Potential, Ex, Ey, Ez
 1, 78, 2.5442314926932464e-05, -0.9988093945956154, 0.04878287549868449, 0.00015596672811486184
 1, 79, 2.41974884319314e-05, -0.9986807461332438, 0.05134922209903071, 0.00015713870296680285
 1, 80, 2.295212741000488e-05, -0.9985339635472249, 0.05412853764887425, 0.00015828665051351897
 1, 81, 2.1707349930349007e-05, -0.9983648303293811, 0.05716327623704492, 0.00015940901257978967
 1, 82, 2.0464643160451132e-05, -0.9981678334091548, 0.06050578971005428, 0.00016049559613090888
 1, 83, 1.922474853314228e-05, -0.9979356944505996, 0.06422089725916318, 0.00016154450620498522
 1, 84, 1.7988738611604903e-05, -0.9976586212207467, 0.06839041660239133, 0.00016254497846076346
 1, 85, 1.6757013545773636e-05, -0.9973232332812968, 0.07311868179156239, 0.00016349435517587637
 1, 86, 1.553026822806996e-05, -0.9969108330363127, 0.07854147919322665, 0.00016438061035927565
 1, 87, 1.4308603335513998e-05, -0.9963947038179912, 0.08483847542647861, 0.00016519917749119697
